timestamp,ue_id,serving_cell_id,rsrp_serving,rsrq_serving,sinr,cqi,best_neighbor_cell_id,rsrp_neighbor,rsrq_neighbor,ue_speed,pos_x,pos_y,handover_event,target_cell_id,handover_soon
92,0,2,-51.21,-3.0,13.19,10,3,-65.0,-13.99,1.77,418.05,830.2,0,-1,0
93,0,2,-53.44,-3.0,12.01,10,3,-66.28,-13.1,1.77,416.46,830.97,0,-1,0
94,0,2,-52.45,-3.0,9.43,8,3,-62.39,-10.41,1.77,414.72,831.36,0,-1,0
95,0,2,-55.54,-3.0,7.14,7,3,-63.39,-8.61,1.77,412.96,831.58,0,-1,0
96,0,2,-51.77,-3.0,10.43,9,3,-62.61,-11.21,1.77,411.36,830.83,0,-1,0
97,0,2,-50.63,-3.0,14.7,11,3,-66.93,-16.44,1.77,410.76,829.16,0,-1,0
98,0,2,-55.69,-3.0,8.94,8,3,-65.9,-10.73,1.77,408.99,828.95,0,-1,0
99,0,2,-52.94,-3.0,9.6,8,3,-63.09,-10.6,1.77,408.17,830.52,0,-1,0
100,0,2,-55.12,-3.0,10.15,8,3,-66.67,-11.95,1.77,407.66,832.22,0,-1,0
101,0,2,-50.37,-3.0,12.55,10,3,-63.76,-13.62,1.77,407.49,833.99,0,-1,0
102,0,2,-51.99,-3.0,9.82,8,3,-62.13,-10.57,1.77,407.71,835.75,0,-1,0
103,0,2,-54.6,-3.0,8.39,8,3,-63.9,-9.89,1.77,408.1,837.48,0,-1,0
104,0,2,-56.36,-3.0,9.28,8,3,-67.14,-11.26,1.77,408.65,839.16,0,-1,0
105,0,2,-55.5,-3.0,7.98,7,3,-64.37,-9.51,1.77,409.66,840.62,0,-1,0
106,0,2,-57.96,-3.0,6.18,7,3,-64.73,-7.71,1.77,410.78,842.0,0,-1,0
107,0,2,-52.65,-3.0,10.5,9,3,-63.73,-11.45,1.77,412.4,842.71,0,-1,0
108,0,2,-51.71,-3.0,14.4,11,3,-67.21,-15.66,1.77,414.02,843.44,0,-1,0
109,0,2,-55.88,-3.0,7.85,7,3,-64.37,-9.15,1.77,415.61,844.22,0,-1,0
110,0,2,-54.93,-3.0,7.56,7,3,-62.91,-8.68,1.77,417.33,844.67,0,-1,0
111,0,2,-54.93,-3.0,6.24,7,3,-61.55,-7.55,1.77,419.1,844.57,0,-1,0
112,0,2,-55.09,-3.0,10.89,9,3,-67.29,-12.54,1.77,420.65,843.71,0,-1,0
113,0,2,-54.82,-3.0,5.36,6,3,-60.46,-6.75,1.77,422.26,842.97,0,-1,0
114,0,2,-56.55,-3.0,7.61,7,3,-65.44,-9.58,1.77,423.76,842.02,0,-1,0
115,0,2,-58.23,-3.0,5.51,6,3,-65.48,-8.32,1.77,425.25,841.05,0,-1,0
116,0,2,-55.58,-3.0,5.99,7,3,-62.09,-7.49,1.77,426.59,839.88,0,-1,0
117,0,2,-55.52,-3.0,9.04,8,3,-65.02,-10.01,1.77,428.34,839.63,0,-1,0
118,0,2,-58.98,-3.0,6.68,7,3,-66.66,-8.52,1.77,430.01,839.03,0,-1,0
119,0,2,-57.3,-3.0,8.95,8,3,-68.5,-11.71,1.77,431.73,838.58,0,-1,0
120,0,2,-53.54,-3.0,8.77,8,3,-63.07,-10.07,1.77,433.42,838.04,0,-1,0
121,0,2,-56.99,-3.0,6.53,7,3,-64.05,-7.92,1.77,435.19,837.95,0,-1,0
122,0,2,-57.51,-3.0,4.16,5,3,-62.07,-5.97,1.77,435.56,836.21,0,-1,0
123,0,2,-56.16,-3.0,8.24,8,3,-65.89,-10.33,1.77,434.71,834.65,0,-1,0
124,0,2,-57.11,-3.0,0.65,4,3,-57.91,-3.49,1.77,434.12,832.98,0,-1,0
125,0,2,-57.63,-3.0,6.16,7,3,-64.65,-7.96,1.77,432.93,831.67,0,-1,0
126,0,2,-57.83,-3.0,2.36,4,3,-60.67,-4.83,1.77,431.72,830.37,0,-1,0
127,0,2,-53.42,-3.0,9.84,8,3,-64.11,-11.11,1.77,429.99,829.98,0,-1,0
128,0,2,-55.17,-3.0,8.35,8,3,-64.62,-10.05,1.77,428.22,829.83,0,-1,0
129,0,2,-49.64,-3.0,14.82,11,3,-65.14,-15.65,1.77,426.46,829.65,0,-1,0
130,0,2,-58.14,-3.0,8.57,8,3,-67.62,-10.04,1.77,424.72,829.31,0,-1,0
131,0,2,-56.14,-3.0,4.93,6,3,-61.44,-6.51,1.77,422.95,829.12,0,-1,0
132,0,2,-55.43,-3.0,7.27,7,3,-63.09,-8.41,1.77,421.22,829.49,0,-1,0
133,0,2,-56.82,-3.0,8.37,8,3,-65.86,-9.63,1.77,419.78,828.45,0,-1,0
134,0,2,-56.72,-3.0,6.59,7,3,-64.82,-8.96,1.77,418.2,827.64,0,-1,0
135,0,2,-52.64,-3.0,13.42,10,3,-66.98,-14.53,1.77,416.74,826.63,0,-1,0
136,0,2,-53.14,-3.0,11.04,9,3,-64.72,-11.91,1.77,415.68,825.21,0,-1,0
137,0,2,-55.58,-3.0,7.56,7,3,-63.8,-8.92,1.77,415.14,823.52,0,-1,0
138,0,2,-53.85,-3.0,8.68,8,3,-63.13,-9.83,1.77,415.33,821.75,0,-1,0
139,0,2,-53.8,-3.0,7.9,7,3,-62.34,-9.2,1.77,414.95,820.02,0,-1,0
140,0,2,-51.92,-3.0,13.39,10,3,-66.02,-14.29,1.77,414.71,818.26,0,-1,0
141,0,2,-56.07,-3.0,4.55,6,3,-60.96,-6.2,1.77,416.31,817.48,0,-1,0
142,0,2,-55.23,-3.0,6.63,7,3,-62.39,-8.02,1.77,418.03,817.06,0,-1,0
143,0,2,-55.03,-3.0,5.25,6,3,-60.67,-6.78,1.77,419.15,815.68,0,-1,0
144,0,2,-53.93,-3.0,10.55,9,3,-65.69,-12.12,1.77,419.54,813.95,0,-1,0
145,0,2,-54.75,-3.0,9.78,8,3,-65.35,-11.04,1.77,418.92,812.29,0,-1,0
146,0,2,-52.0,-3.0,12.73,10,3,-66.09,-14.31,1.77,417.78,810.93,0,-1,0
147,0,2,-55.09,-3.0,9.23,8,3,-65.9,-11.3,1.77,416.13,810.27,0,-1,0
148,0,2,-47.3,-3.0,17.43,12,3,-66.29,-19.07,1.77,415.6,808.58,0,-1,0
149,0,2,-54.69,-3.0,10.65,9,3,-66.47,-12.14,1.77,414.86,806.97,0,-1,0
150,0,2,-52.43,-3.0,11.83,10,3,-65.8,-13.65,1.77,413.51,805.82,0,-1,0
151,0,2,-50.95,-3.0,14.48,11,3,-66.19,-15.39,1.77,412.38,804.45,0,-1,0
152,0,2,-50.85,-3.0,13.14,10,3,-64.57,-13.92,1.77,411.6,802.86,0,-1,0
153,0,2,-52.89,-3.0,12.1,10,3,-66.8,-14.17,1.77,411.21,801.13,0,-1,0
154,0,2,-53.62,-3.0,6.83,7,3,-60.88,-8.08,1.77,411.22,799.35,0,-1,0
155,0,2,-54.11,-3.0,9.42,8,3,-64.01,-10.37,1.77,411.28,797.58,0,-1,0
156,0,2,-54.53,-3.0,9.37,8,3,-65.66,-11.61,1.77,411.21,795.81,0,-1,0
157,0,2,-56.09,-3.0,7.3,7,3,-64.18,-8.83,1.77,411.07,794.04,0,-1,0
158,0,2,-52.94,-3.0,14.1,11,3,-68.71,-15.93,1.77,410.76,792.29,0,-1,0
159,0,2,-52.12,-3.0,13.63,10,3,-67.16,-15.22,1.77,410.52,790.54,0,-1,0
160,0,2,-54.94,-3.0,6.67,7,3,-62.21,-8.13,1.77,409.96,788.85,0,-1,0
161,0,2,-52.3,-3.0,10.49,9,3,-63.46,-11.53,1.77,409.08,787.31,0,-1,0
162,0,2,-53.62,-3.0,12.13,10,3,-66.66,-13.3,1.77,407.74,786.15,0,-1,0
163,0,2,-53.75,-3.0,13.79,10,3,-69.4,-15.83,1.77,407.45,784.4,0,-1,0
164,0,2,-51.79,-3.0,15.27,11,3,-69.53,-17.87,1.77,407.51,782.63,0,-1,0
165,0,2,-51.67,-3.0,12.76,10,3,-65.83,-14.39,1.77,406.74,781.03,0,-1,0
166,0,2,-50.97,-3.0,13.43,10,3,-66.47,-15.7,1.77,405.79,779.53,0,-1,0
167,0,2,-53.22,-3.0,6.49,7,3,-60.49,-8.15,1.77,405.78,777.76,0,-1,0
168,0,2,-51.57,-3.0,12.23,10,3,-65.31,-14.0,1.77,405.11,776.11,0,-1,0
169,0,2,-47.82,-3.0,16.74,12,3,-66.29,-18.56,1.77,403.55,775.27,0,-1,0
170,0,2,-50.08,-3.0,14.89,11,3,-66.03,-16.09,1.77,402.35,773.96,0,-1,0
171,0,2,-52.7,-3.0,12.11,10,3,-66.36,-13.92,1.77,401.18,772.63,0,-1,0
172,0,2,-52.21,-3.0,11.01,9,3,-64.38,-12.5,1.77,399.93,771.37,0,-1,0
173,0,2,-54.63,-3.0,9.41,8,3,-66.65,-12.5,1.77,399.23,769.74,0,-1,0
174,0,2,-49.26,-3.0,12.29,10,3,-62.3,-13.28,1.77,397.63,768.98,0,-1,0
175,0,2,-50.65,-3.0,12.29,10,3,-63.8,-13.4,1.77,396.63,767.52,0,-1,0
176,0,2,-51.89,-3.0,12.78,10,3,-66.23,-14.57,1.77,396.48,765.75,0,-1,0
177,0,2,-53.3,-3.0,12.04,10,0,-68.43,-15.39,1.77,397.42,764.24,0,-1,0
178,0,2,-51.5,-3.0,13.93,10,3,-68.75,-17.42,1.77,398.32,762.72,0,-1,0
179,0,2,-52.81,-3.0,8.57,8,3,-62.59,-10.35,1.77,398.52,760.95,0,-1,0
180,0,2,-50.46,-3.0,12.95,10,3,-64.34,-14.1,1.77,397.41,759.57,0,-1,0
181,0,2,-49.37,-3.0,12.57,10,3,-63.06,-13.92,1.77,395.88,758.68,0,-1,0
182,0,2,-52.0,-3.0,11.22,9,3,-64.59,-12.91,1.77,394.85,757.24,0,-1,0
183,0,2,-51.91,-3.0,11.76,10,3,-64.72,-13.09,1.77,393.45,756.14,0,-1,0
184,0,2,-49.07,-3.0,14.54,11,3,-65.53,-16.61,1.77,392.37,754.74,0,-1,0
185,0,2,-48.41,-3.0,13.15,10,3,-62.56,-14.36,1.77,391.69,753.1,0,-1,0
186,0,2,-50.11,-3.0,15.08,11,3,-67.3,-17.32,1.77,391.31,751.36,0,-1,0
187,0,2,-49.91,-3.0,14.67,11,3,-66.18,-16.41,1.77,391.6,749.61,0,-1,0
188,0,2,-48.43,-3.0,14.8,11,3,-64.36,-16.08,1.77,392.46,748.06,0,-1,0
189,0,2,-52.14,-3.0,12.34,10,3,-65.94,-14.04,1.77,393.04,746.38,0,-1,0
190,0,2,-53.02,-3.0,10.32,9,3,-64.51,-11.88,1.77,394.51,745.4,0,-1,0
191,0,2,-48.41,-3.0,17.21,12,3,-66.83,-18.5,1.77,396.09,744.59,0,-1,0
192,0,2,-50.32,-3.0,15.62,11,3,-68.34,-18.14,1.77,397.02,743.08,0,-1,0
193,0,2,-49.31,-3.0,12.92,10,3,-63.6,-14.5,1.77,398.78,742.92,0,-1,0
194,0,2,-49.17,-3.0,16.23,11,3,-67.12,-18.05,1.77,400.56,742.99,0,-1,0
195,0,2,-52.32,-3.0,11.36,9,3,-65.26,-13.25,1.77,402.28,743.4,0,-1,0
196,0,2,-54.48,-3.0,9.22,8,3,-65.65,-11.67,1.77,403.64,744.54,0,-1,0
197,0,2,-52.53,-3.0,10.38,9,3,-65.5,-13.35,1.77,405.37,744.94,0,-1,0
198,0,2,-53.47,-3.0,8.1,8,3,-62.69,-9.85,1.77,407.14,744.83,0,-1,0
199,0,2,-49.31,-3.0,11.08,9,3,-60.86,-11.88,1.77,408.78,745.5,0,-1,0
200,0,2,-52.04,-3.0,12.66,10,3,-66.27,-14.46,1.77,410.55,745.45,0,-1,0
201,0,2,-49.29,-3.0,13.24,10,3,-64.7,-15.61,1.77,412.13,744.63,0,-1,0
202,0,2,-52.93,-3.0,10.95,9,3,-65.59,-12.99,1.77,413.08,743.13,0,-1,0
203,0,2,-50.2,-3.0,14.92,11,3,-66.73,-16.67,1.77,413.85,741.53,0,-1,0
204,0,2,-53.03,-3.0,10.38,9,3,-64.61,-11.96,1.77,413.15,739.9,0,-1,0
205,0,2,-52.83,-3.0,9.44,8,3,-63.32,-10.96,1.77,412.66,738.2,0,-1,0
206,0,2,-51.37,-3.0,12.98,10,3,-65.82,-14.66,1.77,411.6,736.77,0,-1,0
207,0,2,-54.15,-3.0,7.45,7,3,-62.27,-8.84,1.77,410.19,735.7,0,-1,0
208,0,2,-53.57,-3.0,8.63,8,3,-63.32,-10.31,1.77,408.91,734.47,0,-1,0
209,0,2,-52.85,-3.0,10.38,9,3,-65.0,-12.54,1.77,407.28,733.78,0,-1,0
210,0,2,-50.96,-3.0,9.6,8,3,-61.02,-10.51,1.77,405.51,733.7,0,-1,0
211,0,2,-53.71,-3.0,10.79,9,3,-66.41,-13.05,1.77,403.75,733.93,0,-1,0
212,0,2,-55.79,-3.0,7.28,7,3,-64.13,-9.09,1.77,401.99,733.73,0,-1,0
213,0,2,-53.14,-3.0,9.1,8,3,-63.16,-10.52,1.77,400.91,732.31,0,-1,0
214,0,2,-50.77,-3.0,11.08,9,3,-63.46,-13.02,1.77,401.36,730.59,0,-1,0
215,0,2,-55.08,-3.0,8.77,8,3,-65.56,-11.03,1.77,402.67,729.4,0,-1,0
216,0,2,-53.92,-3.0,10.24,8,3,-66.39,-12.86,1.77,404.21,728.51,0,-1,0
217,0,2,-52.41,-3.0,8.54,8,3,-61.62,-9.78,1.77,405.5,729.72,0,-1,0
218,0,2,-50.49,-3.0,10.72,9,3,-62.42,-12.28,1.77,407.14,730.39,0,-1,0
219,0,2,-52.39,-3.0,9.74,8,3,-62.67,-10.71,1.77,408.77,731.11,0,-1,0
220,0,2,-57.35,-3.0,4.52,6,3,-64.02,-7.98,1.77,410.54,731.16,0,-1,0
221,0,2,-53.06,-3.0,11.19,9,3,-65.81,-13.07,1.77,412.29,730.86,0,-1,0
222,0,2,-51.37,-3.0,12.54,10,3,-66.11,-14.97,1.77,414.06,730.82,0,-1,0
223,0,2,-57.0,-3.0,5.58,6,3,-63.82,-7.88,1.77,415.79,730.42,0,-1,0
224,0,2,-50.41,-3.0,15.27,11,3,-68.19,-17.91,1.77,417.47,731.0,0,-1,0
225,0,2,-52.98,-3.0,7.23,7,3,-60.93,-8.7,1.77,419.06,731.79,0,-1,0
226,0,2,-52.17,-3.0,9.02,8,3,-62.01,-10.35,1.77,419.85,733.37,0,-1,0
227,0,2,-51.55,-3.0,9.55,8,3,-61.61,-10.52,1.77,420.56,735.0,0,-1,0
228,0,2,-50.96,-3.0,10.19,8,3,-62.33,-11.76,1.77,421.56,736.46,0,-1,0
229,0,2,-53.93,-3.0,9.24,8,3,-65.02,-11.58,1.77,422.01,738.18,0,-1,0
230,0,2,-52.75,-3.0,9.34,8,3,-63.3,-11.03,1.77,422.53,739.87,0,-1,0
231,0,2,-52.74,-3.0,12.83,10,3,-68.82,-16.3,1.77,423.18,741.52,0,-1,0
232,0,2,-53.01,-3.0,9.52,8,3,-63.93,-11.39,1.77,424.06,743.06,0,-1,0
233,0,2,-55.89,-3.0,6.92,7,3,-64.37,-9.28,1.77,424.14,744.84,0,-1,0
234,0,2,-52.55,-3.0,8.31,8,3,-61.87,-9.93,1.77,423.75,746.57,0,-1,0
235,0,2,-51.69,-3.0,8.85,8,3,-61.2,-10.05,1.77,423.97,748.33,0,-1,0
236,0,2,-52.42,-3.0,10.02,8,3,-63.27,-11.26,1.77,424.91,749.83,0,-1,0
237,0,2,-50.56,-3.0,14.53,11,3,-66.82,-16.41,1.77,426.38,750.82,0,-1,0
238,0,2,-52.47,-3.0,10.55,9,3,-64.87,-12.77,1.77,428.16,750.8,0,-1,0
239,0,2,-56.98,-3.0,6.71,7,3,-64.88,-8.74,1.77,429.68,751.71,0,-1,0
240,0,2,-53.02,-3.0,11.98,10,3,-66.85,-14.09,1.77,431.44,751.5,0,-1,0
241,0,2,-56.12,-3.0,6.86,7,3,-63.95,-8.64,1.77,432.95,750.57,0,-1,0
242,0,2,-53.94,-3.0,10.05,8,3,-65.05,-11.52,1.77,434.25,749.36,0,-1,0
243,0,2,-56.19,-3.0,6.66,7,3,-64.25,-8.91,1.77,435.58,748.2,0,-1,0
244,0,2,-57.37,-3.0,6.6,7,3,-64.62,-8.11,1.77,436.48,746.66,0,-1,0
245,0,2,-55.35,-3.0,4.59,6,3,-60.28,-6.22,1.77,437.48,745.2,0,-1,0
246,0,2,-56.85,-3.0,5.67,6,3,-63.8,-7.99,1.77,438.77,743.98,0,-1,0
247,0,2,-57.16,-3.0,6.58,7,3,-65.03,-8.73,1.77,439.57,742.4,0,-1,0
248,0,2,-55.47,-3.0,6.2,7,3,-63.04,-8.5,1.77,439.57,740.62,0,-1,0
249,0,2,-50.75,-3.0,10.33,9,3,-62.04,-11.67,1.77,440.58,739.16,0,-1,0
250,0,2,-54.58,-3.0,7.62,7,3,-63.45,-9.57,1.77,441.2,737.5,0,-1,0
251,0,2,-54.44,-3.0,5.22,6,3,-60.67,-7.37,1.77,442.29,736.1,0,-1,0
252,0,2,-55.48,-3.0,4.12,5,3,-60.21,-6.16,1.77,443.19,734.57,0,-1,0
253,0,2,-51.07,-3.0,12.8,10,3,-65.3,-14.45,1.77,444.33,733.22,0,-1,0
254,0,2,-57.8,-3.0,4.61,6,3,-63.57,-7.05,1.77,445.49,731.87,0,-1,0
255,0,2,-53.35,-3.0,10.03,8,3,-64.33,-11.39,1.77,446.12,730.21,0,-1,0
256,0,2,-57.23,-3.0,4.62,6,3,-62.94,-7.0,1.77,446.98,728.66,0,-1,0
257,0,2,-55.29,-3.0,0.92,4,3,-56.81,-4.09,1.77,448.1,727.29,0,-1,0
258,0,2,-54.95,-3.0,7.67,7,3,-63.76,-9.49,1.77,449.65,726.43,0,-1,0
259,0,2,-51.94,-3.0,7.27,7,3,-59.72,-8.53,1.77,451.4,726.1,0,-1,0
